,id,passorfail
225,73837,0.0
226,73838,0.0
227,73839,0.0
228,73840,0.0
229,73841,0.0
230,73842,0.0
231,73843,0.0
232,73844,0.0
233,73845,0.0
234,73846,0.0
235,73847,0.0
236,73848,0.0
237,73849,0.0
238,73850,0.0
239,73851,0.0
240,73852,0.0
241,73853,0.0
242,73854,0.0
243,73855,0.0
244,73856,0.0
245,73857,0.0
246,73858,0.0
247,73859,0.0
248,73860,0.0
249,73861,0.0
250,73862,0.0
251,73863,0.0
252,73864,0.0
253,73865,0.0
254,73866,0.0
255,73867,0.0
256,73868,0.0
257,73869,0.0
258,73870,0.0
259,73871,0.0
260,73872,0.0
261,73873,0.0
262,73874,0.0
263,73875,0.0
264,73876,0.0
265,73877,0.0
266,73878,0.0
267,73879,0.0
268,73880,0.0
269,73881,0.0
270,73882,0.0
271,73883,0.0
272,73884,0.0
273,73885,0.0
274,73886,0.0
275,73887,0.0
276,73888,0.0
277,73889,0.0
278,73890,0.0
279,73891,0.0
280,73892,0.0
281,73893,0.0
282,73894,0.0
283,73895,0.0
284,73896,0.0
285,73897,0.0
286,73898,0.0
287,73899,0.0
288,73900,0.0
289,73901,0.0
290,73902,0.0
291,73903,0.0
292,73904,0.0
293,73905,0.0
294,73906,0.0
295,73907,0.0
296,73908,0.0
297,73909,0.0
298,73910,0.0
299,73911,0.0
300,73912,0.0
301,73913,0.0
302,73914,0.0
303,73915,0.0
304,73916,0.0
305,73917,0.0
306,73918,0.0
307,73919,0.0
308,73920,0.0
309,73921,0.0
310,73922,0.0
311,73923,0.0
312,73924,0.0
313,73925,0.0
314,73926,0.0
315,73927,0.0
316,73928,0.0
317,73929,0.0
318,73930,0.0
319,73931,0.0
320,73932,0.0
321,73933,0.0
322,73934,0.0
323,73935,0.0
324,73936,0.0
325,73937,0.0
326,73938,0.0
327,73939,0.0
328,73940,0.0
329,73941,0.0
330,73942,0.0
331,73943,0.0
332,73944,0.0
333,73945,0.0
334,73946,0.0
335,73947,0.0
336,73948,0.0
337,73949,0.0
338,73950,0.0
339,73951,0.0
340,73952,0.0
341,73953,0.0
342,73954,0.0
343,73955,0.0
344,73956,0.0
345,73957,0.0
346,73958,0.0
347,73959,0.0
348,73960,0.0
349,73961,0.0
350,73962,0.0
351,73963,0.0
352,73964,0.0
353,73965,0.0
354,73966,0.0
355,73967,0.0
356,73968,0.0
357,73969,0.0
358,73970,0.0
359,73971,0.0
360,73972,0.0
361,73973,0.0
362,73974,0.0
363,73975,0.0
364,73976,0.0
365,73977,0.0
366,73978,0.0
367,73979,0.0
368,73980,0.0
369,73981,0.0
370,73982,0.0
371,73983,0.0
372,73984,0.0
373,73985,0.0
374,73986,0.0
375,73987,0.0
376,73988,0.0
377,73989,0.0
378,73990,0.0
379,73991,0.0
380,73992,0.0
381,73993,0.0
382,73994,0.0
383,73995,0.0
384,73996,0.0
385,73997,0.0
386,73998,0.0
387,73999,0.0
388,74000,0.0
389,74001,0.0
390,74002,0.0
391,74003,0.0
392,74004,0.0
393,74005,0.0
394,74006,0.0
395,74007,0.0
396,74008,0.0
397,74009,0.0
398,74010,0.0
399,74011,0.0
400,74012,0.0
401,74013,0.0
402,74014,0.0
403,74015,0.0
404,74016,0.0
405,74017,0.0
406,74018,0.0
407,74019,0.0
408,74020,0.0
409,74021,0.0
410,74022,0.0
411,74023,0.0
412,74024,0.0
413,74025,0.0
414,74026,0.0
415,74027,0.0
416,74028,0.0
417,74029,0.0
418,74030,0.0
419,74031,0.0
420,74032,0.0
421,74033,0.0
422,74034,0.0
423,74035,0.0
424,74036,0.0
425,74037,0.0
426,74038,0.0
427,74039,0.0
428,74040,0.0
429,74041,0.0
430,74042,0.0
431,74043,0.0
432,74044,0.0
433,74045,0.0
434,74046,0.0
435,74047,0.0
436,74048,0.0
437,74049,0.0
438,74050,0.0
439,74051,0.0
440,74052,0.0
441,74053,0.0
442,74054,0.0
443,74055,0.0
444,74056,0.0
445,74057,0.0
446,74058,0.0
447,74059,0.0
448,74060,0.0
449,74061,0.0
450,74062,0.0
451,74063,0.0
452,74064,0.0
453,74065,0.0
454,74066,0.0
455,74067,0.0
456,74068,0.0
457,74069,0.0
458,74070,0.0
459,74071,0.0
460,74072,0.0
461,74073,0.0
462,74074,0.0
463,74075,0.0
464,74076,0.0
465,74077,0.0
466,74078,0.0
467,74079,0.0
468,74080,0.0
469,74081,0.0
470,74082,0.0
471,74083,0.0
472,74084,0.0
473,74085,0.0
474,74086,0.0
475,74087,0.0
476,74088,0.0
477,74089,1.0
478,74090,0.0
479,74091,0.0
480,74092,0.0
481,74093,0.0
482,74094,0.0
483,74095,1.0
484,74096,0.0
485,74097,0.0
486,74098,0.0
487,74099,0.0
488,74100,0.0
489,74101,0.0
490,74102,0.0
491,74103,0.0
492,74104,0.0
493,74105,0.0
494,74106,0.0
495,74107,0.0
496,74108,0.0
497,74109,0.0
498,74110,0.0
499,74111,0.0
500,74112,0.0
501,74113,0.0
502,74114,0.0
503,74115,0.0
504,74116,0.0
505,74117,0.0
506,74118,0.0
507,74119,0.0
508,74120,0.0
509,74121,0.0
510,74122,0.0
511,74123,0.0
512,74124,0.0
513,74125,0.0
514,74126,0.0
515,74127,0.0
516,74128,0.0
517,74129,0.0
518,74130,0.0
519,74131,0.0
520,74132,0.0
521,74133,0.0
522,74134,0.0
523,74135,0.0
524,74136,0.0
525,74137,0.0
526,74138,0.0
527,74139,0.0
528,74140,0.0
529,74141,0.0
530,74142,0.0
531,74143,0.0
532,74144,0.0
533,74145,0.0
534,74146,0.0
535,74147,0.0
536,74148,0.0
537,74149,0.0
538,74150,0.0
539,74151,0.0
540,74152,0.0
541,74153,0.0
542,74154,0.0
543,74155,0.0
544,74156,0.0
545,74157,0.0
546,74158,0.0
547,74159,0.0
548,74160,0.0
549,74161,0.0
550,74162,0.0
551,74163,0.0
552,74164,0.0
553,74165,0.0
554,74166,0.0
555,74167,0.0
556,74168,0.0
557,74169,0.0
558,74170,0.0
559,74171,0.0
560,74172,0.0
561,74173,0.0
562,74174,0.0
563,74175,0.0
564,74176,0.0
565,74177,0.0
566,74178,0.0
567,74179,0.0
568,74180,0.0
569,74181,0.0
570,74182,0.0
571,74183,0.0
572,74184,0.0
573,74185,0.0
574,74186,0.0
575,74187,0.0
576,74188,0.0
577,74189,0.0
578,74190,0.0
579,74191,0.0
580,74192,0.0
581,74193,0.0
582,74194,0.0
583,74195,0.0
584,74196,0.0
585,74197,0.0
586,74198,0.0
587,74199,0.0
588,74200,0.0
589,74201,0.0
590,74202,0.0
591,74203,0.0
592,74204,0.0
593,74205,0.0
594,74206,0.0
595,74207,0.0
596,74208,0.0
597,74209,0.0
598,74210,0.0
599,74211,0.0
600,74212,0.0
601,74213,0.0
602,74214,0.0
603,74215,0.0
604,74216,0.0
605,74217,0.0
606,74218,0.0
607,74219,0.0
608,74220,0.0
609,74221,0.0
610,74222,0.0
611,74223,0.0
612,74224,0.0
613,74225,0.0
614,74226,0.0
615,74227,0.0
616,74228,0.0
617,74229,0.0
618,74230,0.0
619,74231,0.0
620,74232,0.0
621,74233,0.0
622,74234,0.0
623,74235,0.0
624,74236,0.0
625,74237,0.0
626,74238,0.0
627,74239,0.0
628,74240,0.0
629,74241,0.0
630,74242,0.0
631,74243,0.0
632,74244,0.0
633,74245,0.0
634,74246,0.0
635,74247,0.0
636,74248,0.0
637,74249,0.0
638,74250,0.0
639,74251,0.0
640,74252,0.0
641,74253,0.0
642,74254,0.0
643,74255,0.0
644,74256,0.0
645,74257,0.0
646,74258,0.0
647,74259,0.0
648,74260,0.0
649,74261,0.0
650,74262,0.0
651,74263,0.0
652,74264,0.0
653,74265,0.0
654,74266,0.0
655,74267,1.0
656,74268,0.0
657,74269,0.0
658,74270,1.0
659,74271,0.0
660,74272,0.0
661,74273,1.0
662,74274,0.0
663,74275,0.0
664,74276,1.0
665,74277,0.0
666,74278,0.0
667,74279,0.0
668,74280,0.0
669,74281,0.0
670,74282,0.0
671,74283,0.0
672,74284,0.0
673,74285,1.0
674,74286,0.0
675,74287,0.0
676,74288,1.0
677,74289,0.0
678,74290,0.0
679,74291,0.0
680,74292,1.0
681,74293,0.0
682,74294,0.0
683,74295,1.0
684,74296,0.0
685,74297,0.0
686,74298,0.0
687,74299,0.0
688,74300,0.0
689,74301,0.0
690,74302,0.0
691,74303,0.0
692,74304,0.0
693,74305,0.0
694,74306,1.0
695,74307,0.0
696,74308,0.0
697,74309,1.0
698,74310,0.0
699,74311,0.0
700,74312,0.0
701,74313,0.0
702,74314,0.0
703,74315,0.0
704,74316,0.0
705,74317,0.0
706,74318,0.0
707,74319,0.0
708,74320,0.0
709,74321,0.0
710,74322,0.0
711,74323,0.0
712,74324,0.0
713,74325,0.0
714,74326,0.0
715,74327,0.0
716,74328,0.0
717,74329,0.0
718,74330,1.0
719,74331,0.0
720,74332,0.0
721,74333,1.0
722,74334,0.0
723,74335,0.0
724,74336,0.0
725,74337,0.0
726,74338,0.0
727,74339,0.0
728,74340,0.0
729,74341,0.0
730,74342,0.0
731,74343,0.0
732,74344,1.0
733,74345,0.0
734,74346,0.0
735,74347,1.0
736,74348,0.0
737,74349,0.0
738,74350,1.0
739,74351,0.0
740,74352,0.0
741,74353,1.0
742,74354,0.0
743,74355,0.0
744,74356,0.0
745,74357,0.0
746,74358,0.0
747,74359,0.0
748,74360,0.0
749,74361,0.0
750,74362,0.0
751,74363,0.0
752,74364,0.0
753,74365,0.0
754,74366,0.0
755,74367,0.0
756,74368,0.0
757,74369,0.0
758,74370,0.0
759,74371,0.0
760,74372,0.0
761,74373,0.0
762,74374,0.0
763,74375,0.0
764,74376,0.0
765,74377,0.0
766,74378,0.0
767,74379,0.0
768,74380,0.0
769,74381,0.0
770,74382,0.0
771,74383,0.0
772,74384,0.0
773,74385,0.0
774,74386,0.0
775,74387,0.0
776,74388,1.0
777,74389,0.0
778,74390,1.0
779,74391,0.0
780,74392,0.0
781,74393,0.0
782,74394,0.0
783,74395,0.0
784,74396,0.0
785,74397,0.0
786,74398,0.0
787,74399,1.0
788,74400,0.0
789,74401,0.0
790,74402,1.0
791,74403,0.0
792,74404,0.0
793,74405,1.0
794,74406,0.0
795,74407,1.0
796,74408,0.0
797,74409,1.0
798,74410,0.0
799,74411,1.0
800,74412,0.0
801,74413,1.0
802,74414,0.0
803,74415,0.0
804,74416,0.0
805,74417,0.0
806,74418,0.0
807,74419,0.0
808,74420,0.0
809,74421,0.0
810,74422,0.0
811,74423,0.0
812,74424,0.0
813,74425,0.0
814,74426,0.0
815,74427,0.0
816,74428,0.0
817,74429,0.0
818,74430,0.0
819,74431,0.0
820,74432,0.0
821,74433,0.0
822,74434,0.0
823,74435,0.0
824,74436,0.0
825,74437,0.0
826,74438,0.0
827,74439,0.0
828,74440,0.0
829,74441,0.0
830,74442,0.0
831,74443,0.0
832,74444,0.0
833,74445,0.0
834,74446,0.0
835,74447,0.0
836,74448,0.0
837,74449,0.0
838,74450,0.0
839,74451,0.0
840,74452,0.0
841,74453,0.0
842,74454,0.0
843,74455,0.0
844,74456,0.0
845,74457,0.0
846,74458,0.0
847,74459,0.0
848,74460,0.0
849,74461,0.0
850,74462,0.0
851,74463,0.0
852,74464,0.0
853,74465,0.0
854,74466,0.0
855,74467,0.0
856,74468,0.0
857,74469,0.0
858,74470,0.0
859,74471,0.0
860,74472,0.0
861,74473,0.0
862,74474,0.0
863,74475,0.0
864,74476,0.0
865,74477,0.0
866,74478,0.0
867,74479,0.0
868,74480,0.0
869,74481,0.0
870,74482,0.0
871,74483,0.0
872,74484,0.0
873,74485,0.0
874,74486,0.0
875,74487,0.0
876,74488,0.0
877,74489,0.0
878,74490,0.0
879,74491,0.0
880,74492,0.0
881,74493,1.0
882,74494,0.0
883,74495,0.0
884,74496,0.0
885,74497,0.0
886,74498,0.0
887,74499,0.0
888,74500,0.0
889,74501,0.0
890,74502,0.0
891,74503,0.0
892,74504,0.0
893,74505,0.0
894,74506,0.0
895,74507,0.0
896,74508,0.0
897,74509,0.0
898,74510,0.0
899,74511,0.0
900,74512,0.0
901,74513,0.0
902,74514,0.0
903,74515,0.0
904,74516,0.0
905,74517,0.0
906,74518,0.0
907,74519,0.0
908,74520,0.0
909,74521,0.0
910,74522,0.0
911,74523,0.0
912,74524,0.0
913,74525,0.0
914,74526,0.0
915,74527,0.0
916,74528,0.0
917,74529,0.0
918,74530,0.0
919,74531,1.0
920,74532,0.0
921,74533,0.0
922,74534,0.0
923,74535,0.0
924,74536,0.0
925,74537,0.0
926,74538,0.0
927,74539,0.0
928,74540,0.0
929,74541,0.0
930,74542,0.0
931,74543,0.0
932,74544,1.0
933,74545,0.0
934,74546,0.0
935,74547,0.0
936,74548,0.0
937,74549,0.0
938,74550,0.0
939,74551,0.0
940,74552,0.0
941,74553,0.0
942,74554,0.0
943,74555,0.0
944,74556,0.0
945,74557,0.0
946,74558,0.0
947,74559,0.0
948,74560,0.0
949,74561,0.0
950,74562,0.0
951,74563,0.0
952,74564,0.0
953,74565,0.0
954,74566,0.0
955,74567,0.0
956,74568,0.0
957,74569,0.0
958,74570,0.0
959,74571,0.0
960,74572,0.0
961,74573,0.0
962,74574,0.0
963,74575,0.0
964,74576,0.0
965,74577,0.0
966,74578,0.0
967,74579,0.0
968,74580,0.0
969,74581,0.0
970,74582,0.0
971,74583,0.0
972,74584,0.0
973,74585,0.0
974,74586,0.0
975,74587,0.0
976,74588,0.0
977,74589,0.0
978,74590,0.0
979,74591,0.0
980,74592,0.0
981,74593,0.0
982,74594,0.0
983,74595,0.0
984,74596,0.0
985,74597,0.0
986,74598,0.0
987,74599,0.0
988,74600,0.0
989,74601,0.0
990,74602,0.0
991,74603,0.0
992,74604,0.0
993,74605,0.0
994,74606,0.0
995,74607,0.0
996,74608,0.0
997,74609,0.0
998,74610,0.0
999,74611,0.0
1000,74612,0.0
1001,74613,0.0
1002,74614,0.0
1003,74615,0.0
1004,74616,0.0
1005,74617,0.0
1006,74618,0.0
1007,74619,0.0
1008,74620,0.0
1009,74621,0.0
1010,74622,0.0
1011,74623,0.0
1012,74624,0.0
1013,74625,0.0
1014,74626,0.0
1015,74627,0.0
1016,74628,0.0
1017,74629,0.0
1018,74630,0.0
1019,74631,0.0
1020,74632,0.0
1021,74633,0.0
1022,74634,0.0
1023,74635,0.0
1024,74636,0.0
1025,74637,0.0
1026,74638,0.0
1027,74639,0.0
1028,74640,0.0
1029,74641,0.0
1030,74642,0.0
1031,74643,0.0
1032,74644,0.0
1033,74645,0.0
1034,74646,0.0
1035,74647,0.0
1036,74648,0.0
1037,74649,0.0
1038,74650,0.0
1039,74651,0.0
1040,74652,0.0
1041,74653,0.0
1042,74654,0.0
1043,74655,0.0
1044,74656,0.0
1045,74657,0.0
1046,74658,0.0
1047,74659,0.0
1048,74660,0.0
1049,74661,0.0
1050,74662,0.0
1051,74663,0.0
1052,74664,0.0
1053,74665,0.0
1054,74666,0.0
1055,74667,0.0
1056,74668,0.0
1057,74669,0.0
1058,74670,0.0
1059,74671,0.0
1060,74672,0.0
1061,74673,0.0
1062,74674,0.0
1063,74675,0.0
1064,74676,0.0
1065,74677,0.0
1066,74678,0.0
1067,74679,0.0
1068,74680,0.0
1069,74681,0.0
1070,74682,0.0
1071,74683,0.0
1072,74684,0.0
1073,74685,0.0
1074,74686,0.0
1075,74687,0.0
1076,74688,0.0
1077,74689,0.0
1078,74690,0.0
1079,74691,0.0
1080,74692,0.0
1081,74693,0.0
1082,74694,0.0
1083,74695,0.0
1084,74696,0.0
1085,74697,0.0
1086,74698,0.0
1087,74699,0.0
1088,74700,0.0
1089,74701,0.0
1090,74702,0.0
1091,74703,0.0
1092,74704,0.0
1093,74705,0.0
1094,74706,0.0
1095,74707,0.0
1096,74708,0.0
1097,74709,0.0
1098,74710,0.0
1099,74711,0.0
1100,74712,0.0
1101,74713,0.0
1102,74714,0.0
1103,74715,0.0
1104,74716,0.0
1105,74717,0.0
1106,74718,0.0
1107,74719,0.0
1108,74720,0.0
1109,74721,0.0
1110,74722,0.0
1111,74723,0.0
1112,74724,0.0
1113,74725,0.0
1114,74726,0.0
1115,74727,0.0
1116,74728,0.0
1117,74729,0.0
1118,74730,0.0
1119,74731,0.0
1120,74732,0.0
1121,74733,0.0
1122,74734,0.0
1123,74735,0.0
1124,74736,0.0
1125,74737,0.0
1126,74738,0.0
1127,74739,0.0
1128,74740,0.0
1129,74741,0.0
1130,74742,0.0
1131,74743,0.0
1132,74744,0.0
1133,74745,0.0
1134,74746,0.0
1135,74747,0.0
1136,74748,0.0
1137,74749,0.0
1138,74750,0.0
1139,74751,0.0
1140,74752,0.0
1141,74753,0.0
1142,74754,0.0
1143,74755,0.0
1144,74756,0.0
1145,74757,0.0
1146,74758,0.0
1147,74759,0.0
1148,74760,0.0
1149,74761,0.0
1150,74762,0.0
1151,74763,0.0
1152,74764,0.0
1153,74765,0.0
1154,74766,0.0
1155,74767,0.0
1156,74768,0.0
1157,74769,0.0
1158,74770,0.0
1159,74771,0.0
1160,74772,0.0
1161,74773,0.0
1162,74774,0.0
1163,74775,0.0
1164,74776,0.0
1165,74777,0.0
1166,74778,0.0
1167,74779,0.0
1168,74780,0.0
1169,74781,0.0
1170,74782,0.0
1171,74783,0.0
1172,74784,0.0
1173,74785,0.0
1174,74786,0.0
1175,74787,0.0
1176,74788,0.0
1177,74789,0.0
1178,74790,0.0
1179,74791,0.0
1180,74792,0.0
1181,74793,0.0
1182,74794,0.0
1183,74795,0.0
1184,74796,0.0
1185,74797,0.0
1186,74798,0.0
1187,74799,0.0
1188,74800,0.0
1189,74801,0.0
1190,74802,0.0
1191,74803,0.0
1192,74804,0.0
1193,74805,0.0
1194,74806,0.0
1195,74807,0.0
1196,74808,0.0
1197,74809,0.0
1198,74810,0.0
1199,74811,0.0
1200,74812,0.0
1201,74813,0.0
1202,74814,0.0
1203,74815,0.0
1204,74816,0.0
1205,74817,0.0
1206,74818,0.0
1207,74819,0.0
1208,74820,0.0
1209,74821,0.0
1210,74822,0.0
1211,74823,0.0
1212,74824,0.0
1213,74825,0.0
1214,74826,0.0
1215,74827,0.0
1216,74828,0.0
1217,74829,0.0
1218,74830,0.0
1219,74831,0.0
1220,74832,0.0
1221,74833,0.0
1222,74834,0.0
1223,74835,0.0
1224,74836,0.0
1225,74837,0.0
1226,74838,0.0
1227,74839,0.0
1228,74840,0.0
1229,74841,0.0
1230,74842,0.0
1231,74843,0.0
1232,74844,1.0
1233,74845,0.0
1234,74846,0.0
1235,74847,0.0
1236,74848,0.0
1237,74849,0.0
1238,74850,0.0
1239,74851,0.0
1240,74852,0.0
1241,74853,0.0
1242,74854,0.0
1243,74855,0.0
1244,74856,0.0
1245,74857,0.0
1246,74858,0.0
1247,74859,0.0
1248,74860,0.0
1249,74861,0.0
1250,74862,0.0
1251,74863,0.0
1252,74864,0.0
1253,74865,0.0
1254,74866,0.0
1255,74867,0.0
1256,74868,0.0
1257,74869,0.0
1258,74870,0.0
1259,74871,0.0
1260,74872,0.0
1261,74873,0.0
1262,74874,0.0
1263,74875,0.0
1264,74876,0.0
1265,74877,0.0
1266,74878,0.0
1267,74879,0.0
1268,74880,0.0
1269,74881,0.0
1270,74882,0.0
1271,74883,0.0
1272,74884,0.0
1273,74885,0.0
1274,74886,0.0
1275,74887,1.0
1276,74888,0.0
1277,74889,0.0
1278,74890,0.0
1279,74891,0.0
1280,74892,0.0
1281,74893,0.0
1282,74894,0.0
1283,74895,0.0
1284,74896,0.0
1285,74897,0.0
1286,74898,0.0
1287,74899,0.0
1288,74900,0.0
1289,74901,0.0
1290,74902,0.0
1291,74903,0.0
1292,74904,0.0
1293,74905,0.0
1294,74906,0.0
1295,74907,0.0
1296,74908,0.0
1297,74909,0.0
1298,74910,0.0
1299,74911,0.0
1300,74912,0.0
1301,74913,0.0
1302,74914,0.0
1303,74915,0.0
1304,74916,0.0
1305,74917,0.0
1306,74918,0.0
1307,74919,0.0
1308,74920,0.0
1309,74921,0.0
1310,74922,0.0
1311,74923,0.0
1312,74924,0.0
1313,74925,0.0
1314,74926,0.0
1315,74927,0.0
1316,74928,0.0
1317,74929,0.0
1318,74930,0.0
1319,74931,0.0
1320,74932,0.0
1321,74933,0.0
1322,74934,0.0
1323,74935,0.0
1324,74936,0.0
1325,74937,0.0
1326,74938,0.0
1327,74939,0.0
1328,74940,0.0
1329,74941,0.0
1330,74942,0.0
1331,74943,0.0
1332,74944,0.0
1333,74945,0.0
1334,74946,0.0
1335,74947,0.0
1336,74948,0.0
1337,74949,0.0
1338,74950,0.0
1339,74951,0.0
1340,74952,0.0
1341,74953,0.0
1342,74954,0.0
1343,74955,0.0
1344,74956,0.0
1345,74957,0.0
1346,74958,0.0
1347,74959,0.0
1348,74960,0.0
1349,74961,0.0
1350,74962,0.0
1351,74963,0.0
1352,74964,0.0
1353,74965,0.0
1354,74966,0.0
1355,74967,0.0
1356,74968,0.0
1357,74969,0.0
1358,74970,0.0
1359,74971,0.0
1360,74972,0.0
1361,74973,0.0
1362,74974,0.0
1363,74975,0.0
1364,74976,0.0
1365,74977,0.0
1366,74978,0.0
1367,74979,0.0
1368,74980,0.0
1369,74981,0.0
1370,74982,0.0
1371,74983,0.0
1372,74984,0.0
1373,74985,0.0
1374,74986,0.0
1375,74987,0.0
1376,74988,0.0
1377,74989,0.0
1378,74990,0.0
1379,74991,0.0
1380,74992,0.0
1381,74993,0.0
1382,74994,0.0
1383,74995,0.0
1384,74996,0.0
1385,74997,0.0
1386,74998,0.0
1387,74999,0.0
1388,75000,0.0
1389,75001,0.0
1390,75002,0.0
1391,75003,0.0
1392,75004,1.0
1393,75005,0.0
1394,75006,0.0
1395,75007,0.0
1396,75008,0.0
1397,75009,0.0
1398,75010,0.0
1399,75011,0.0
1400,75012,0.0
1401,75013,0.0
1402,75014,0.0
1403,75015,0.0
1404,75016,0.0
1405,75017,0.0
1406,75018,0.0
1407,75019,0.0
1408,75020,0.0
1409,75021,0.0
1410,75022,0.0
1411,75023,0.0
1412,75024,0.0
1413,75025,0.0
1414,75026,0.0
1415,75027,0.0
1416,75028,0.0
1417,75029,0.0
1418,75030,0.0
1419,75031,0.0
1420,75032,1.0
1421,75033,0.0
1422,75034,0.0
1423,75035,0.0
1424,75036,0.0
1425,75037,0.0
1426,75038,0.0
1427,75039,0.0
1428,75040,0.0
1429,75041,0.0
1430,75042,0.0
1431,75043,0.0
1432,75044,0.0
1433,75045,0.0
1434,75046,0.0
1435,75047,0.0
1436,75048,0.0
1437,75049,0.0
1438,75050,0.0
1439,75051,0.0
1440,75052,0.0
1441,75053,0.0
1442,75054,0.0
1443,75055,0.0
1444,75056,0.0
1445,75057,0.0
1446,75058,0.0
1447,75059,0.0
1448,75060,0.0
1449,75061,0.0
1450,75062,0.0
1451,75063,0.0
1452,75064,0.0
1453,75065,0.0
1454,75066,0.0
1455,75067,0.0
1456,75068,0.0
1457,75069,0.0
1458,75070,0.0
1459,75071,0.0
1460,75072,0.0
1461,75073,0.0
1462,75074,0.0
1463,75075,0.0
1464,75076,0.0
1465,75077,0.0
1466,75078,0.0
1467,75079,0.0
1468,75080,0.0
1469,75081,0.0
1470,75082,0.0
1471,75083,0.0
1472,75084,0.0
1473,75085,0.0
1474,75086,0.0
1475,75087,0.0
1476,75088,0.0
1477,75089,0.0
1478,75090,0.0
1479,75091,0.0
1480,75092,0.0
1481,75093,0.0
1482,75094,0.0
1483,75095,0.0
1484,75096,0.0
1485,75097,0.0
1486,75098,0.0
1487,75099,0.0
1488,75100,0.0
1489,75101,0.0
1490,75102,0.0
1491,75103,0.0
1492,75104,0.0
1493,75105,0.0
1494,75106,0.0
1495,75107,0.0
1496,75108,0.0
1497,75109,0.0
